Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
file1.txt,1577.3,1451.1,899.1,615.1,0,0,0
file2.txt,1323.7,1453.2,705.0,906.5,0,0,0
file3.txt,1684.6,1320.8,754.7,498.7,1,0,1
file4.txt,1291.6,1611.3,665.0,626.6,0,0,0
file5.txt,1469.8,1359.9,631.9,769.2,0,1,1
file6.txt,1410.8,1562.9,719.2,691.6,2,0,1
file7.txt,1689.6,1483.5,947.8,906.6,2,0,0
file8.txt,1314.2,1571.0,936.6,649.5,0,0,0
file9.txt,1346.4,1679.3,544.6,726.2,1,0,0
file10.txt,1445.5,1511.2,801.6,749.0,0,0,0
file11.txt,1495.1,1650.2,916.8,747.5,0,0,0
file12.txt,1526.4,1583.5,827.4,784.6,2,0,0
file13.txt,1493.3,1440.0,866.7,720.0,0,0,1
file14.txt,1523.6,1422.6,824.9,925.9,0,0,3
file15.txt,1286.1,1763.0,708.1,982.7,4,0,0
file16.txt,1564.3,1271.9,935.7,848.0,1,1,1
file17.txt,1465.4,1578.1,724.6,917.9,1,0,0
file18.txt,1402.0,1545.1,686.7,658.1,1,0,1
file19.txt,1412.9,1550.1,795.6,781.9,0,0,0
file20.txt,1430.6,1584.9,771.4,897.6,1,0,0
file21.txt,1536.7,1617.0,756.9,699.5,1,0,1
file22.txt,1657.5,1602.7,767.1,712.3,0,0,0
file23.txt,1432.7,1548.5,709.1,853.8,1,0,1
file24.txt,1842.1,1278.2,764.4,664.2,2,1,2
file25.txt,2029.4,1308.4,1014.7,680.9,1,1,0
file26.txt,1210.3,1588.5,695.9,922.8,0,0,0
file27.txt,1498.6,1498.6,694.8,817.4,0,0,0
file28.txt,1562.0,1299.3,948.9,759.1,0,1,1
file29.txt,1529.4,1691.2,838.2,588.2,1,0,0
file30.txt,1303.8,1499.3,599.7,873.5,2,0,0
file31.txt,1457.8,1471.4,899.2,1198.9,1,0,0
file32.txt,1757.4,1010.9,1057.5,684.3,0,1,0
file33.txt,1538.5,1410.3,653.8,705.1,0,1,0
