Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
file1.txt,2300.1,1193.1,1070.1,270.6,5,1,2
file2.txt,2132.1,1126.1,735.7,930.9,0,0,1
file3.txt,2302.9,1289.1,801.0,525.7,0,0,0
file4.txt,2229.1,1145.7,896.6,684.9,0,0,0
file5.txt,2122.8,1368.3,831.2,498.7,0,0,0
file6.txt,2434.3,1148.0,816.0,553.3,1,0,0
file7.txt,2325.3,1169.0,686.1,660.7,5,0,2
file8.txt,2334.3,1189.8,707.8,632.5,4,0,1
file9.txt,2391.9,1135.1,851.4,797.3,1,1,1
file10.txt,2058.1,1098.5,1224.7,669.2,5,0,2
file11.txt,2101.4,1431.2,851.4,706.5,0,0,0
file12.txt,2801.0,1039.3,1090.0,329.5,4,0,5
file13.txt,2114.8,1094.6,1020.2,786.4,0,0,1
file14.txt,2247.0,1090.7,854.1,696.5,3,0,1
file15.txt,1965.6,1179.4,737.1,786.2,0,0,0
file16.txt,2387.1,1187.1,1174.2,529.0,4,0,3
file17.txt,2272.1,1136.1,871.9,594.5,2,1,1
file18.txt,2260.2,1130.1,867.3,591.3,2,1,1
file19.txt,2275.9,1075.9,896.6,455.2,0,0,1
file20.txt,2030.7,1047.3,1034.5,600.3,0,0,1
file21.txt,2026.7,983.0,1189.3,910.2,0,0,2
file22.txt,1907.8,1350.5,825.3,771.7,0,0,0
file23.txt,2048.7,1114.0,1178.0,614.6,0,0,1
file24.txt,2030.4,1042.3,868.6,705.8,4,1,2
file25.txt,2009.5,1276.6,922.0,520.1,2,0,3
file26.txt,2213.1,1065.6,1089.0,644.0,8,0,2
file27.txt,2129.8,1142.5,1241.2,550.1,0,0,0
file28.txt,2408.4,1073.3,811.5,523.6,0,0,2
file29.txt,2113.2,1069.2,830.2,591.2,2,0,4
file30.txt,2113.2,1069.2,830.2,591.2,2,0,4
file31.txt,2294.7,1316.4,797.1,628.0,0,0,0
file32.txt,2526.9,954.3,819.9,551.1,0,0,1
file33.txt,2401.6,1234.7,814.1,610.6,0,0,0
file34.txt,2158.8,1116.6,918.1,607.9,0,2,1
file35.txt,1441.9,1286.8,945.7,744.2,1,1,1
file36.txt,2277.6,1233.7,688.0,308.4,8,0,0
file37.txt,2405.1,984.5,970.5,478.2,1,0,1
file38.txt,2207.0,943.7,989.3,593.6,1,1,1
file39.txt,2111.7,1212.5,776.6,599.5,0,0,1
file40.txt,2111.7,1212.5,776.6,599.5,0,0,1
file41.txt,2541.6,1140.1,902.6,546.3,0,1,3
file42.txt,1671.1,1339.5,848.8,623.3,2,0,0
file43.txt,1831.0,1366.2,647.9,662.0,3,0,0
file44.txt,1908.7,1134.2,1065.0,733.1,1,0,0
file45.txt,2057.1,1400.0,814.3,700.0,2,0,0
file46.txt,2269.8,1142.9,809.5,682.5,5,0,3
file47.txt,1892.8,1373.5,854.3,686.8,0,0,0
file48.txt,1803.3,1297.8,792.3,669.4,4,0,1
file49.txt,2458.4,1139.6,768.2,537.8,3,0,1
file50.txt,2000.0,1569.2,723.1,461.5,5,0,1
file51.txt,2195.8,1190.5,648.1,463.0,2,0,2
file52.txt,2181.3,1182.7,643.9,459.9,2,0,2
file53.txt,2116.5,1260.4,998.8,380.5,2,0,0
file54.txt,2179.7,1360.6,739.8,568.0,1,0,0
file55.txt,1983.8,1183.3,672.9,440.8,2,1,4
file56.txt,2600.8,1057.0,1112.7,598.1,1,0,0
file57.txt,2764.0,1164.6,1024.8,528.0,2,0,2
file58.txt,2519.9,909.1,829.3,446.6,0,0,0
file59.txt,2327.2,1114.2,888.6,521.9,6,0,9
file60.txt,1838.7,1269.3,1008.3,842.2,2,0,1
file61.txt,2480.5,1026.0,974.0,363.6,0,0,2
file62.txt,2099.4,1130.4,1105.6,633.5,0,1,1
file63.txt,2133.7,1182.5,1028.3,642.7,1,0,2
file64.txt,2153.7,1012.8,1036.1,430.7,3,0,4
file65.txt,1820.4,1317.4,1029.9,754.5,1,0,0
file66.txt,2386.9,1391.4,893.7,350.7,0,1,2
file67.txt,2558.9,1178.5,993.3,454.5,5,0,1
file68.txt,2542.4,1257.1,1115.8,593.2,3,0,2
file69.txt,1982.5,1209.5,586.0,723.2,4,0,1
file70.txt,1610.0,1127.0,858.7,483.0,0,0,1
file71.txt,2600.7,990.2,870.5,642.0,1,1,2
file72.txt,2344.9,1302.7,868.5,483.9,1,0,0
file73.txt,2539.9,1227.0,1177.9,539.9,0,0,2
file74.txt,1955.0,1297.6,830.4,397.9,0,0,2
file75.txt,2422.4,1050.1,763.7,692.1,1,0,0
file76.txt,1761.3,1237.3,684.1,727.8,2,0,0
file77.txt,1893.9,1186.9,1085.9,530.3,2,0,2
file78.txt,2144.8,1215.8,792.3,669.4,0,0,1
file79.txt,2108.9,1270.9,642.5,405.0,2,2,0
file80.txt,2405.1,1468.4,860.8,557.0,1,0,0
