Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
file1.txt,2265.4,1434.3,857.9,388.7,0,0,0
file2.txt,2272.7,1041.1,645.2,806.5,0,1,0
file3.txt,2040.0,1320.0,706.7,746.7,0,0,2
file4.txt,2175.7,1364.9,1148.6,445.9,1,0,1
file5.txt,2327.2,1100.1,818.1,352.6,4,0,1
file6.txt,1838.1,1358.0,960.2,617.3,0,0,2
file7.txt,1945.9,1256.8,851.4,554.1,0,0,1
file8.txt,1772.2,1468.4,835.4,569.6,1,0,0
file9.txt,1927.7,1415.7,602.4,421.7,1,0,2
file10.txt,2409.3,1480.4,682.1,551.5,3,0,2
file11.txt,2160.0,1536.0,528.0,688.0,0,0,0
file12.txt,2422.2,1204.3,960.8,541.3,0,0,0
file13.txt,2105.9,1349.3,933.2,592.7,0,0,2
file14.txt,2376.2,1414.4,735.5,707.2,0,0,0
file15.txt,1872.1,1552.5,913.2,502.3,1,0,1
file16.txt,1969.9,1395.3,725.0,355.7,0,0,0
file17.txt,2067.0,1298.9,810.1,600.6,0,3,0
file18.txt,2230.9,882.0,882.0,479.9,1,3,0
file19.txt,1972.5,1192.7,810.4,474.0,2,0,0
file20.txt,1996.7,1309.3,1227.5,507.4,0,0,1
file21.txt,2107.8,1331.2,871.6,776.5,0,1,0
file22.txt,2143.8,1129.7,885.8,552.0,0,0,0
file23.txt,2134.1,1134.1,768.3,512.2,3,1,0
file24.txt,2506.9,1315.8,664.8,595.6,0,0,2
file25.txt,1995.6,1118.4,1074.6,537.3,0,0,0
file26.txt,1945.6,884.4,1047.6,816.3,1,0,1
file27.txt,2053.9,1155.3,937.1,500.6,1,0,1
file28.txt,2223.8,1312.2,994.5,331.5,0,0,0
file29.txt,1920.5,1404.0,649.0,622.5,1,0,1
file30.txt,2002.8,1452.8,803.9,493.7,1,0,1
file31.txt,1948.6,1374.6,830.8,679.8,1,0,2
file32.txt,1997.7,1316.4,889.1,508.1,1,0,0
file33.txt,2409.9,1225.5,875.4,411.9,1,0,0
file34.txt,2220.9,1288.3,957.1,466.3,0,0,0
file35.txt,1744.2,1558.1,732.6,546.5,0,0,1
file36.txt,2130.5,1291.6,479.4,466.0,0,3,4
file37.txt,2180.1,1355.5,729.9,739.3,0,0,2
file38.txt,1794.5,1534.0,694.6,492.0,0,0,0
file39.txt,2231.6,1370.1,1214.7,720.3,0,0,0
file40.txt,1961.7,1244.0,797.4,574.2,0,0,0
file41.txt,1337.8,1621.6,567.6,621.6,1,0,2
file42.txt,1784.2,1410.1,647.5,777.0,0,0,0
file43.txt,2086.1,1197.8,942.1,794.1,1,0,1
file44.txt,2376.5,1268.4,827.8,574.1,1,1,3
file45.txt,2230.2,1309.4,748.2,359.7,0,0,0
file46.txt,1906.2,1099.7,1070.4,762.5,0,0,0
file47.txt,2322.9,1136.7,972.0,510.7,3,0,0
file48.txt,1934.5,1074.7,951.9,634.6,1,0,1
file49.txt,2643.8,1515.5,885.0,475.7,1,3,0
file50.txt,1943.5,1254.2,1435.0,576.3,2,0,2
file51.txt,2024.5,1127.7,828.8,462.0,0,0,1
file52.txt,2289.0,1216.0,686.7,557.9,1,0,0
file53.txt,2301.8,946.3,1278.8,549.9,2,0,1
file54.txt,2371.6,1259.2,1014.7,256.7,0,0,1
file55.txt,2027.8,1458.3,652.8,416.7,1,0,0
file56.txt,2401.2,1109.4,744.7,471.1,1,0,0
file57.txt,1790.8,1241.8,928.1,627.5,0,0,0
file58.txt,2168.0,1271.3,1044.3,760.5,2,0,0
file59.txt,2102.3,1306.8,1008.5,440.3,0,0,0
file60.txt,2245.7,1340.0,682.4,595.5,3,0,0
file61.txt,1842.8,1065.9,957.5,469.7,5,1,4
file62.txt,1989.1,1307.9,626.7,449.6,0,0,0
file63.txt,1788.7,1507.0,718.3,690.1,0,0,0
file64.txt,2071.7,1128.8,1009.3,411.7,2,0,0
file65.txt,1926.2,1284.2,997.3,450.8,0,0,0
file66.txt,1944.1,991.1,851.3,470.1,0,1,1
file67.txt,1383.9,1622.0,580.4,669.6,1,0,0
file68.txt,2097.6,1402.4,707.3,512.2,0,0,2
