Script,Emissions (kg CO2)
vectorize_data.py,0.0001534223869952158
vectorize_data.py,0.00014530504687074002
logistic_regression.py,1.991854604418028e-06
neural_network.py,0.00029384506242790496
logistic_regression.py,3.1338536231621447e-06
neural_network.py,0.000325624356794371
