Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
file1.txt,1336.4,1139.0,592.3,455.6,7,0,2
file2.txt,1209.3,1166.4,523.2,548.9,13,0,4
file3.txt,1806.5,1240.1,652.3,243.7,10,0,6
file4.txt,1523.5,1073.8,516.8,308.7,9,0,7
file5.txt,1162.4,1129.4,395.7,469.9,10,0,5
file6.txt,1377.9,1203.9,605.4,563.7,14,0,1
file7.txt,1168.7,998.5,433.4,371.5,10,0,5
file8.txt,1532.9,1089.1,653.5,625.3,11,0,0
file9.txt,1229.3,959.9,704.4,718.2,9,0,2
file10.txt,1533.5,920.1,483.3,418.2,16,0,2
file11.txt,1581.6,1113.0,451.9,334.7,11,0,6
file12.txt,1353.9,1036.8,531.3,565.6,7,0,1
file13.txt,1522.5,1107.3,663.2,397.9,12,0,2
file14.txt,1406.8,939.4,374.8,351.7,14,0,3
file15.txt,1572.2,1153.8,492.6,209.2,6,0,3
file16.txt,1370.9,1081.5,479.8,403.7,11,0,4
file17.txt,1253.2,946.3,805.6,792.8,9,0,3
file18.txt,1428.6,1128.8,465.6,350.8,7,0,2
file19.txt,1254.1,1172.1,557.4,704.9,8,0,6
file20.txt,1475.4,1082.0,557.4,465.6,11,0,3
file21.txt,1514.6,1062.9,478.3,301.2,5,0,2
file22.txt,1344.8,1211.0,446.1,420.7,11,0,3
file23.txt,1290.1,1093.3,488.3,313.4,12,0,3
file24.txt,1274.6,966.7,578.8,406.4,4,0,3
file25.txt,1389.4,1142.3,527.7,527.7,8,0,3
file26.txt,1192.2,1148.8,390.2,520.2,13,0,4
file27.txt,1243.9,1358.4,409.2,368.2,9,0,3
file28.txt,1306.8,1160.0,489.2,419.3,11,0,4
file29.txt,1316.8,872.8,632.1,361.2,13,0,5
