Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
file1.txt,1533.1,1223.6,801.7,534.5,0,0,0
file2.txt,1166.9,1242.2,589.7,840.7,1,0,0
file3.txt,1485.0,1197.6,682.6,479.0,1,0,0
file4.txt,1097.6,1363.6,598.7,576.5,1,0,1
file5.txt,1321.0,1197.5,567.9,679.0,0,1,2
file6.txt,1251.5,1400.2,619.6,644.4,2,0,2
file7.txt,1541.3,1294.7,838.5,875.5,1,0,0
file8.txt,1211.7,1448.5,891.4,612.8,0,0,0
file9.txt,1248.4,1327.2,446.8,630.7,1,0,0
file10.txt,1295.2,1353.6,711.8,676.8,0,0,0
file11.txt,1437.7,1399.2,834.4,667.5,1,0,0
file12.txt,1432.2,1381.9,703.5,716.1,0,0,1
file13.txt,1314.2,1278.4,788.5,681.0,0,0,1
file14.txt,1349.5,1281.3,735.4,894.6,0,0,2
file15.txt,1196.9,1531.5,617.8,913.8,0,0,0
file16.txt,1378.0,1154.9,813.6,800.5,0,0,1
file17.txt,1338.2,1426.5,632.4,852.9,0,0,0
file18.txt,1304.3,1317.5,632.4,658.8,0,0,1
file19.txt,1272.0,1385.4,793.5,730.5,0,0,0
file20.txt,1293.7,1474.8,672.7,827.9,3,0,0
file21.txt,1386.9,1366.8,703.5,633.2,0,0,2
file22.txt,1548.9,1400.2,693.9,706.3,0,0,1
file23.txt,1245.2,1359.6,597.2,775.1,1,0,0
file24.txt,1631.8,1069.5,738.7,595.4,0,3,3
file25.txt,1828.8,1113.7,844.1,586.2,0,1,0
file26.txt,1141.3,1426.6,611.4,856.0,0,0,0
file27.txt,1362.5,1216.5,644.8,729.9,0,0,0
file28.txt,1401.0,1131.1,874.0,681.2,1,0,1
file29.txt,1374.3,1479.1,785.3,510.5,0,0,0
file30.txt,1108.5,1370.7,560.2,822.4,0,0,0
file31.txt,1355.9,1247.0,726.4,1162.2,0,0,0
file32.txt,1551.5,902.7,846.3,648.8,0,0,4
file33.txt,1491.5,1209.0,553.7,655.4,0,1,0
file34.txt,1109.7,1234.4,822.9,847.9,0,0,2
file35.txt,1370.9,1272.9,758.9,722.2,1,0,0
file36.txt,1078.7,1573.6,533.0,685.3,0,0,0
file37.txt,1457.7,1315.0,795.1,509.7,5,0,0
file38.txt,1576.8,1307.3,768.2,336.9,0,0,3
